cylinders,make,model,VClass,year,baseModel,atvType
6.0,Audi,A6,Sedan,2002,A6,
6.0,Acura,3.5RL,Sedan,2002,RL,
6.0,Acura,3.2TL,Sedan,2002,TL,
4.0,Daewoo,Leganza,Sedan,2002,Leganza,
4.0,Hyundai,Sonata,Sedan,2002,Sonata,
6.0,Hyundai,Sonata,Sedan,2002,Sonata,
8.0,Lexus,GS 300/GS 430,Sedan,2002,GS,
4.0,Toyota,Corolla,Sedan,2002,Corolla,
8.0,Lexus,LS 430,Sedan,2002,LS,
6.0,Toyota,Camry Solara,Sedan,2002,Camry,
6.0,Lincoln,LS,Sedan,2002,LS,
4.0,Toyota,Camry Solara,Sedan,2002,Camry,
8.0,Lincoln,LS,Sedan,2002,LS,
4.0,Suzuki,Aerio,Sedan,2002,Aerio,
6.0,Mercury,Sable,Sedan,2002,Sable,
6.0,Subaru,Legacy AWD (incl. Outback),Sedan,2002,Legacy/Outback,
4.0,Mazda,626,Sedan,2002,626,
4.0,Subaru,Legacy AWD (incl. Outback),Sedan,2002,Legacy/Outback,
4.0,Subaru,Legacy AWD,Sedan,2002,Legacy/Outback,
6.0,Lexus,GS 300/GS 430,Sedan,2002,GS,
6.0,Lexus,ES 300,Sedan,2002,ES,
4.0,Toyota,Echo,Sedan,2002,Echo,
6.0,Volkswagen,GTI,Sedan,2002,Golf/GTI,
4.0,Volkswagen,GTI,Sedan,2002,Golf/GTI,
6.0,Hyundai,XG350,Sedan,2002,XG,
6.0,Infiniti,I35,Sedan,2002,I35,
8.0,Infiniti,Q45,Sedan,2002,Q45,
6.0,Jaguar,S-Type,Sedan,2002,S-Type,
4.0,Volkswagen,Golf,Sedan,2002,Golf/GTI,
8.0,Jaguar,S-Type,Sedan,2002,S-Type,
8.0,Jaguar,Super V8,Sedan,2002,Super V8,
4.0,Volkswagen,Golf,Sedan,2002,Golf/GTI,Diesel
8.0,Jaguar,Vanden Plas,Sedan,2002,Vanden Plas,
4.0,Kia,Optima,Sedan,2002,Optima,
4.0,Toyota,Prius,Sedan,2002,Prius,Hybrid
6.0,Kia,Optima,Sedan,2002,Optima,
8.0,Jaguar,XJR,Sedan,2002,XJR,
6.0,Dodge,Intrepid,Sedan,2002,Intrepid,
6.0,Mercedes-Benz,C320 (Wagon),Sedan,2002,C-Class,
6.0,Porsche,911 Turbo,Sedan,2002,911,
4.0,Dodge,Stratus,Sedan,2002,Stratus,
4.0,Acura,RSX,Sedan,2002,RSX,
4.0,Subaru,Impreza Wagon AWD,Sedan,2002,Impreza/Outback Sport,
6.0,BMW,325ci,Sedan,2002,3 Series,
6.0,BMW,330ci,Sedan,2002,3 Series,
6.0,BMW,M3,Sedan,2002,M,
6.0,Chevrolet,Monte Carlo,Sedan,2002,Monte Carlo,
6.0,Chevrolet,Camaro,Sedan,2002,Camaro,
4.0,Dodge,Neon,Sedan,2002,Neon,
8.0,Chevrolet,Camaro,Sedan,2002,Camaro,
6.0,Porsche,911 Targa,Sedan,2002,911,
4.0,Daewoo,Nubira Station Wagon,Sedan,2002,Nubira,
6.0,BMW,M3 Convertible,Sedan,2002,M,
4.0,MINI,Cooper,Sedan,2002,Cooper,
6.0,BMW,525i Sport Wagon,Sedan,2002,5 Series,
8.0,Jaguar,XK8 Convertible,Sedan,2002,XK8,
8.0,Jaguar,XKR Convertible,Sedan,2002,XKR,
8.0,Lexus,SC 300/SC 430,Sedan,2002,SC,
4.0,Mitsubishi,Eclipse Spyder,Sedan,2002,Eclipse,
6.0,Mitsubishi,Eclipse Spyder,Sedan,2002,Eclipse,
8.0,BMW,540i Sport Wagon,Sedan,2002,5 Series,
6.0,Porsche,911 Carrera,Sedan,2002,911,
6.0,Porsche,911 Carrera 4 Cabriolet,Sedan,2002,911,
6.0,Porsche,911 Carrera 4S,Sedan,2002,911,
6.0,Porsche,911 Carrera Cabriolet,Sedan,2002,911,
12.0,Ferrari,456 MGT/MGA,Sedan,2002,456 MGT/MGA,
6.0,BMW,330ci Convertible,Sedan,2002,3 Series,
4.0,Suzuki,Aerio SX,Sedan,2002,Aerio,
6.0,Mercury,Sable Wagon,Sedan,2002,Sable,
4.0,Daewoo,Nubira,Sedan,2002,Nubira,
4.0,Ford,Escort ZX2,Sedan,2002,Escort,
6.0,Ford,Mustang,Sedan,2002,Mustang,
8.0,Ford,Mustang,Sedan,2002,Mustang,
6.0,Mercedes-Benz,E320 (Wagon),Sedan,2002,E-Class,
4.0,Honda,Civic HX,Sedan,2002,Civic,
4.0,Hyundai,Tiburon,Sedan,2002,Tiburon,
4.0,Saab,9-5 Wagon,Sedan,2002,9-5,
6.0,Hyundai,Tiburon,Sedan,2002,Tiburon,
8.0,Jaguar,XK8,Sedan,2002,XK8,
8.0,Jaguar,XKR,Sedan,2002,XKR,
6.0,Mercedes-Benz,E320 4Matic (Wagon),Sedan,2002,E-Class,
6.0,Lexus,RX 300 4WD,Sedan,2002,RX,
6.0,Lexus,RX 300,Sedan,2002,RX,
6.0,Ford,Taurus Wagon,Sedan,2002,Taurus,
4.0,Suzuki,Esteem Wagon,Sedan,2002,Esteem,
4.0,Volkswagen,Jetta Wagon,Sedan,2002,Jetta,
4.0,Volkswagen,Jetta Wagon,Sedan,2002,Jetta,Diesel
6.0,Volkswagen,Jetta Wagon,Sedan,2002,Jetta,
4.0,Volvo,V40,Sedan,2002,V40,
6.0,Audi,A6 Avant quattro,Sedan,2002,A6,
8.0,Audi,S6 Avant,Sedan,2002,S6,
4.0,Ford,Focus Station Wagon,Sedan,2002,Focus,
6.0,BMW,325ci Convertible,Sedan,2002,3 Series,
4.0,Hyundai,Accent/Brio,Sedan,2002,Accent/Brio,
6.0,Pontiac,Bonneville,Sedan,2002,Bonneville,
12.0,Rolls-Royce,Park Ward,Sedan,2002,Park Ward,
4.0,Honda,Civic,Sedan,2002,Civic,
6.0,Toyota,Avalon,Sedan,2002,Avalon,
4.0,Audi,A4 Avant quattro,Sedan,2002,A4,
6.0,Audi,A4 Avant quattro,Sedan,2002,A4,
4.0,Ford,Focus,Sedan,2002,Focus,
6.0,Acura,NSX,Two Seaters,2002,NSX,
12.0,Aston Martin,Vanquish,Two Seaters,2002,Vanquish,
4.0,Audi,TT Roadster,Two Seaters,2002,TT Roadster,
4.0,Audi,TT Roadster quattro,Two Seaters,2002,TT Roadster,
6.0,BMW,Z3 Coupe,Two Seaters,2002,Z3,
12.0,Mercedes-Benz,S600,Sedan,2002,S-Class,
8.0,Jaguar,XJ8,Sedan,2002,XJ,
8.0,Jaguar,XJ Sport,Sedan,2002,XJ,
6.0,Jaguar,X-Type,Sedan,2002,X-Type,
8.0,Ford,Crown Victoria,Sedan,2002,Crown Victoria,
6.0,Ford,Taurus,Sedan,2002,Taurus,
8.0,Lincoln,Continental,Sedan,2002,Continental,
8.0,Mercury,Grand Marquis,Sedan,2002,Grand Marquis,
4.0,Infiniti,G20,Sedan,2002,G20,
8.0,Lincoln,Town Car,Sedan,2002,Town Car,
4.0,Hyundai,Elantra,Sedan,2002,Elantra,
8.0,Mercedes-Benz,S430,Sedan,2002,S-Class,
8.0,Mercedes-Benz,S500,Sedan,2002,S-Class,
8.0,Mercedes-Benz,S55 AMG,Sedan,2002,S-Class,
6.0,BMW,Z3 Roadster,Two Seaters,2002,Z3,
8.0,Mercedes-Benz,SL500,Two Seaters,2002,SL-Class,
12.0,Mercedes-Benz,SL600,Two Seaters,2002,SL-Class,
4.0,Mercedes-Benz,SLK230 Kompressor,Two Seaters,2002,SLK-Class,
4.0,Ford,Escort,Sedan,2002,Escort,
6.0,Mercedes-Benz,SLK32 AMG,Two Seaters,2002,SLK-Class,
6.0,BMW,325i Sport Wagon,Sedan,2002,3 Series,
6.0,Mercedes-Benz,SLK320,Two Seaters,2002,SLK-Class,
4.0,Mazda,MX-5 Miata,Two Seaters,2002,MX-5 Miata,
6.0,Porsche,911 GT2,Two Seaters,2002,911,
6.0,Porsche,Boxster,Two Seaters,2002,Boxster,
6.0,Porsche,Boxster S,Two Seaters,2002,Boxster,
4.0,Toyota,MR2,Two Seaters,2002,MR2,
6.0,BMW,325xi Sport Wagon,Sedan,2002,3 Series,
4.0,Audi,TT Coupe,Sedan,2002,TT Coupe,
4.0,Audi,TT Coupe quattro,Sedan,2002,TT Coupe,
8.0,Maserati,Spider Cambiocorsa/spider GT,Two Seaters,2002,Spyder,
6.0,Audi,S4 Avant,Sedan,2002,S4,
8.0,BMW,Z8,Two Seaters,2002,Z8,
8.0,Chevrolet,Corvette,Two Seaters,2002,Corvette,
6.0,Chrysler,Prowler,Two Seaters,2002,Prowler,
10.0,Dodge,Viper Convertible,Two Seaters,2002,Viper,
10.0,Dodge,Viper Coupe,Two Seaters,2002,Viper,
8.0,Ferrari,360 Modena/Spider,Two Seaters,2002,360 Modena/Spider,
12.0,Ferrari,575,Two Seaters,2002,575,
8.0,Ford,Thunderbird,Two Seaters,2002,Thunderbird,
3.0,Honda,Insight,Two Seaters,2002,Insight,Hybrid
4.0,Honda,S2000,Two Seaters,2002,S2000,
12.0,Lamborghini,L-147 Murcielago,Two Seaters,2002,Murcielago,
4.0,Audi,A4,Sedan,2002,A4,
6.0,Hyundai,Santa Fe 4WD,SUV,2002,Santa Fe,
4.0,Suzuki,Vitara 4Door 4WD,SUV,2002,Vitara,
8.0,GMC,Yukon 1500 4WD,SUV,2002,Yukon,
4.0,Suzuki,Vitara 2Door 4WD,SUV,2002,Vitara,
6.0,Suzuki,Grand Vitara XL7 4WD,SUV,2002,Grand Vitara,
6.0,Suzuki,Grand Vitara 4WD,SUV,2002,Grand Vitara,
4.0,Subaru,Forester AWD,SUV,2002,Forester,
6.0,Saturn,Vue AWD,SUV,2002,Vue,
4.0,Saturn,Vue AWD,SUV,2002,Vue,
6.0,Pontiac,Aztek AWD,SUV,2002,Aztek,
6.0,Oldsmobile,Bravada AWD,SUV,2002,Bravada,
6.0,Nissan,Xterra V6 4WD,SUV,2002,Xterra,
6.0,Nissan,Pathfinder 4WD,SUV,2002,Pathfinder,
6.0,Mitsubishi,Nativa 4WD (Puerto Rico Only),SUV,2002,Nativa,
6.0,Mitsubishi,Montero Sport 4WD,SUV,2002,Montero Sport,
6.0,Mitsubishi,Montero,SUV,2002,Montero,
6.0,Toyota,4Runner 4WD,SUV,2002,4Runner,
6.0,Toyota,Highlander 4WD,SUV,2002,Highlander,
6.0,Dodge,Caravan/Grand Caravan 2WD,Van,2002,Caravan/Grand Caravan,FFV
6.0,Chrysler,Town and Country/Voyager/Grand Voy. 2WD,Van,2002,Town and Country/Voyager/Grand Voyager,FFV
4.0,Honda,Civic CNG,Sedan,2002,Civic,CNG
8.0,Ford,F150 Dual-fuel 4WD (LPG),Truck,2002,F150,Bifuel (LPG)
8.0,Ford,F150 Dual-fuel 2WD (LPG),Truck,2002,F150,Bifuel (LPG)
8.0,Ford,F150 Dual-fuel 4WD (CNG),Truck,2002,F150,Bifuel (CNG)
6.0,Acura,3.2CL,Sedan,2002,CL,
8.0,Ford,F150 Dual-fuel 2WD (CNG),Truck,2002,F150,Bifuel (CNG)
4.0,Isuzu,Hombre Pickup 2WD (FFV),Truck,2002,Hombre Pickup,FFV
4.0,GMC,Sonoma 2WD (FFV),Truck,2002,Sonoma,FFV
4.0,Chevrolet,S10 Pickup 2WD FFV,Truck,2002,S10 Pickup,FFV
8.0,Dodge,Ram Wagon 2500 2WD CNG,Van,2002,Ram Wagon 2500,CNG
8.0,Dodge,Ram Van 2500 2WD CNG,Van,2002,Ram Van 2500,CNG
8.0,Ford,F150 CNG,Truck,2002,F150,CNG
8.0,Ford,Crown Victoria CNG,Sedan,2002,Crown Victoria,CNG
4.0,Chevrolet,Cavalier Dual-fuel,Sedan,2002,Cavalier,Bifuel (CNG)
5.0,Volvo,V70 XC AWD,SUV,2002,V70 XC,
4.0,Toyota,RAV4 4WD,SUV,2002,RAV4,
8.0,Toyota,Land Cruiser Wagon 4WD,SUV,2002,Land Cruiser,
4.0,Toyota,Highlander 4WD,SUV,2002,Highlander,
6.0,Mercury,Mountaineer 4WD,SUV,2002,Mountaineer,
6.0,Isuzu,Trooper 4WD,SUV,2002,Trooper,
8.0,GMC,Yukon Denali XL 1500 AWD,SUV,2002,Yukon,
6.0,Isuzu,Rodeo Sport 4WD,SUV,2002,Rodeo,
4.0,Volkswagen,New Beetle,Sedan,2002,Beetle,
8.0,GMC,Yukon XL 1500 4WD,SUV,2002,Yukon,
4.0,Honda,CR-V 4WD,SUV,2002,CR-V,
4.0,Volkswagen,New Beetle,Sedan,2002,Beetle,Diesel
6.0,Isuzu,Rodeo 4WD,SUV,2002,Rodeo,
4.0,Volkswagen,Cabrio,Sedan,2002,Cabrio,
6.0,Honda,Passport 4WD,SUV,2002,Passport,
6.0,Isuzu,Axiom 4WD,SUV,2002,Axiom,
5.0,Volvo,C70 Convertible,Sedan,2002,C70,
8.0,Mercury,Mountaineer 4WD,SUV,2002,Mountaineer,
8.0,Jeep,Grand Cherokee 4WD,SUV,2002,Grand Cherokee,
8.0,Mercedes-Benz,ML55 AMG,SUV,2002,ML-Class,
8.0,Mercedes-Benz,ML500,SUV,2002,ML-Class,
6.0,Mercedes-Benz,ML320,SUV,2002,ML-Class,
8.0,Mercedes-Benz,G500,SUV,2002,G-Class,
6.0,Mazda,Tribute 4WD,SUV,2002,Tribute,
4.0,Mazda,Tribute 4WD,SUV,2002,Tribute,
8.0,Lincoln,Navigator 4WD,SUV,2002,Navigator,
8.0,Lexus,LX 470,SUV,2002,LX,
8.0,Land Rover,Range Rover,SUV,2002,Range Rover,
8.0,Land Rover,Discovery Series II,SUV,2002,Discovery,
6.0,Land Rover,Freelander,SUV,2002,Freelander,
4.0,Kia,Sportage 4WD,SUV,2002,Sportage,
6.0,Jeep,Wrangler 4WD,SUV,2002,Wrangler,
8.0,GMC,Yukon Denali 1500 AWD,SUV,2002,Yukon,
4.0,Jeep,Wrangler 4WD,SUV,2002,Wrangler,
6.0,Jeep,Liberty 4WD,SUV,2002,Liberty,
6.0,Jeep,Grand Cherokee 4WD,SUV,2002,Grand Cherokee,
8.0,Chevrolet,Suburban 1500 2WD,SUV,2002,Suburban,FFV
8.0,Toyota,Sequoia 4WD,SUV,2002,Sequoia,
8.0,GMC,Yukon 1500 2WD,SUV,2002,Yukon,FFV
6.0,GMC,Jimmy 4WD,SUV,2002,Jimmy,
8.0,Chevrolet,Tahoe 1500 2WD,SUV,2002,Tahoe,FFV
,Ford,Explorer USPS Electric,SUV,2002,Explorer,EV
,Toyota,RAV4 EV,SUV,2002,RAV4,EV
6.0,Mercury,Mountaineer 2WD FFV,SUV,2002,Mountaineer,FFV
6.0,Mazda,B3000 FFV 2WD,Truck,2002,B Pickup,FFV
6.0,Ford,Ranger 2WD FFV,Truck,2002,Ranger,FFV
6.0,Ford,Explorer 2WD FFV,SUV,2002,Explorer,FFV
6.0,Infiniti,QX4 4WD,SUV,2002,QX4,
6.0,Ford,Taurus Wagon,Sedan,2002,Taurus,FFV
6.0,Mercury,Sable Wagon,Sedan,2002,Sable,FFV
8.0,Chevrolet,Suburban 1500 4WD,SUV,2002,Suburban,FFV
8.0,Chevrolet,Tahoe 1500 4WD,SUV,2002,Tahoe,FFV
8.0,GMC,Yukon 1500 4WD,SUV,2002,Yukon,FFV
8.0,GMC,Yukon XL 1500 2WD,SUV,2002,Yukon,FFV
8.0,GMC,Yukon XL 1500 4WD,SUV,2002,Yukon,FFV
6.0,Mercury,Mountaineer 4WD FFV,SUV,2002,Mountaineer,FFV
6.0,Ford,Taurus,Sedan,2002,Taurus,FFV
6.0,Ford,Explorer 4WD FFV,SUV,2002,Explorer,FFV
6.0,Mercury,Sable,Sedan,2002,Sable,FFV
4.0,Volkswagen,Jetta,Sedan,2003,Jetta,Diesel
4.0,Suzuki,Aerio 4WD,Sedan,2003,Aerio,
4.0,Mazda,6,Sedan,2003,6,
4.0,Suzuki,Aerio,Sedan,2003,Aerio,
6.0,Mazda,6,Sedan,2003,6,
6.0,Subaru,Legacy/Outback AWD,Sedan,2003,Legacy/Outback,
4.0,Toyota,Camry Solara,Sedan,2003,Camry,
4.0,Subaru,Legacy/Outback AWD,Sedan,2003,Legacy/Outback,
4.0,Toyota,Corolla,Sedan,2003,Corolla,
6.0,Mercury,Sable,Sedan,2003,Sable,
4.0,Toyota,Echo,Sedan,2003,Echo,
8.0,Lincoln,LS,Sedan,2003,LS,
6.0,Lincoln,LS,Sedan,2003,LS,
4.0,Toyota,Prius,Sedan,2003,Prius,Hybrid
4.0,Volkswagen,Golf,Sedan,2003,Golf/GTI,Diesel
4.0,Volkswagen,Golf,Sedan,2003,Golf/GTI,
6.0,Toyota,Camry Solara,Sedan,2003,Camry,
4.0,Saturn,Ion,Sedan,2003,Ion,
6.0,Mercedes-Benz,E320,Sedan,2003,E-Class,
8.0,Mercedes-Benz,E500,Sedan,2003,E-Class,
12.0,Mercedes-Benz,CL600,Sedan,2003,CL-Class,
4.0,Mitsubishi,Lancer,Sedan,2003,Lancer,
6.0,Nissan,Altima,Sedan,2003,Altima,
4.0,Mitsubishi,Lancer Evolution,Sedan,2003,Lancer,
4.0,Nissan,Sentra,Sedan,2003,Sentra,
4.0,Nissan,Altima,Sedan,2003,Altima,
4.0,Oldsmobile,Alero,Sedan,2003,Alero,
6.0,Oldsmobile,Alero,Sedan,2003,Alero,
6.0,Mitsubishi,Diamante Sedan,Sedan,2003,Diamante,
4.0,Saab,9-3 Sport Sedan,Sedan,2003,9-3,
4.0,Pontiac,Sunfire,Sedan,2003,Sunfire,
4.0,Mitsubishi,Galant,Sedan,2003,Galant,
6.0,Pontiac,Grand Am,Sedan,2003,Grand Am,
4.0,Pontiac,Grand Am,Sedan,2003,Grand Am,
6.0,Mitsubishi,Galant,Sedan,2003,Galant,
4.0,Isuzu,Rodeo 2WD,SUV,2003,Rodeo,
6.0,Lexus,GS 300/GS 430,Sedan,2003,GS,
8.0,Lexus,GS 300/GS 430,Sedan,2003,GS,
6.0,Buick,Regal,Sedan,2003,Regal,
6.0,Buick,Century,Sedan,2003,Century,
8.0,Bentley,Arnage,Sedan,2003,Arnage,
8.0,Audi,S8,Sedan,2003,S8,
8.0,Audi,A8,Sedan,2003,A8,
8.0,Audi,A6 quattro,Sedan,2003,A6,
6.0,Audi,A6 quattro,Sedan,2003,A6,
6.0,Audi,A6,Sedan,2003,A6,
6.0,Acura,3.5RL,Sedan,2003,RL,
6.0,Acura,3.2TL,Sedan,2003,TL,
6.0,Cadillac,CTS,Sedan,2003,CTS,
5.0,Volvo,S60 FWD,Sedan,2003,S60,
5.0,Volvo,S60 AWD,Sedan,2003,S60,
4.0,Volvo,S40 FWD,Sedan,2003,S40,
8.0,Volkswagen,Passat 4motion,Sedan,2003,Passat,
6.0,Volkswagen,Passat 4motion,Sedan,2003,Passat,
6.0,Volkswagen,Jetta,Sedan,2003,Jetta,
4.0,Volkswagen,Jetta,Sedan,2003,Jetta,
8.0,Mercedes-Benz,CL55 AMG,Sedan,2003,CL-Class,
8.0,Cadillac,Seville,Sedan,2003,Seville,
6.0,Chevrolet,Malibu,Sedan,2003,Malibu,
6.0,Lexus,ES 300,Sedan,2003,ES,
6.0,Kia,Optima,Sedan,2003,Optima,
4.0,Kia,Optima,Sedan,2003,Optima,
8.0,Jaguar,Vanden Plas,Sedan,2003,Vanden Plas,
8.0,Jaguar,Super V8,Sedan,2003,Super V8,
8.0,Jaguar,S-Type 4.2 Litre,Sedan,2003,S-type,
6.0,Jaguar,S-Type 3.0 Litre,Sedan,2003,S-type,
6.0,Infiniti,I35,Sedan,2003,I35,
6.0,Hyundai,XG350,Sedan,2003,XG,
6.0,Hyundai,Sonata,Sedan,2003,Sonata,
4.0,Hyundai,Sonata,Sedan,2003,Sonata,
6.0,Honda,Accord,Sedan,2003,Accord,
4.0,Honda,Accord,Sedan,2003,Accord,
6.0,Dodge,Stratus 4 Door,Sedan,2003,Stratus,
4.0,Dodge,Stratus 4 Door,Sedan,2003,Stratus,
6.0,Chrysler,Sebring 4 Door,Sedan,2003,Sebring,
4.0,Chrysler,Sebring 4 Door,Sedan,2003,Sebring,
6.0,Chevrolet,Monte Carlo,Sedan,2003,Monte Carlo,
8.0,Jaguar,S-Type R,Sedan,2003,S-type,
6.0,Volkswagen,GTI,Sedan,2003,Golf/GTI,
6.0,Mercedes-Benz,C320 Sports Coupe,Sedan,2003,C-Class,
4.0,Toyota,Celica,Sedan,2003,Celica,
6.0,Pontiac,Aztek FWD,SUV,2003,Aztek,
6.0,Toyota,Camry Solara Convertible,Sedan,2003,Camry,
4.0,Toyota,Camry Solara Convertible,Sedan,2003,Camry,
4.0,Subaru,Impreza AWD,Sedan,2003,Impreza/Outback Sport,
4.0,Saturn,Vue FWD,SUV,2003,Vue,
6.0,Saturn,Vue FWD,SUV,2003,Vue,
6.0,Suzuki,Grand Vitara,SUV,2003,Grand Vitara,
4.0,Saab,9-3 Convertible,Sedan,2003,9-3,
6.0,Suzuki,Grand Vitara XL7,SUV,2003,Grand Vitara,
8.0,Roush Performance,Stage 3 Mustang,Sedan,2003,Mustang,
4.0,Suzuki,Vitara 2 Door,SUV,2003,Vitara,
6.0,Mitsubishi,Eclipse,Sedan,2003,Eclipse,
4.0,Mitsubishi,Eclipse,Sedan,2003,Eclipse,
4.0,Suzuki,Vitara 4 Door,SUV,2003,Vitara,
6.0,Oldsmobile,Bravada 2WD,SUV,2003,Bravada,
6.0,BMW,325i,Sedan,2003,3 Series,
6.0,Nissan,Pathfinder 2WD,SUV,2003,Pathfinder,
8.0,Bentley,Continental R,Sedan,2003,Continental,
6.0,Audi,A4 quattro,Sedan,2003,A4,
4.0,Audi,A4 quattro,Sedan,2003,A4,
6.0,Audi,A4,Sedan,2003,A4,
4.0,Audi,A4,Sedan,2003,A4,
6.0,Acura,3.2CL,Sedan,2003,CL,
5.0,Volvo,C70 Convertible,Sedan,2003,C70,
4.0,Nissan,Xterra 2WD,SUV,2003,Xterra,
6.0,Nissan,Xterra V6 2WD,SUV,2003,Xterra,
4.0,Volkswagen,New Beetle,Sedan,2003,Beetle,
4.0,Volkswagen,New Beetle,Sedan,2003,Beetle,Diesel
6.0,BMW,X5,SUV,2003,X5,
8.0,Ford,Mustang,Sedan,2003,Mustang,
8.0,BMW,X5,SUV,2003,X5,
8.0,BMW,X5 4.6is,SUV,2003,X5,
6.0,Ford,Mustang,Sedan,2003,Mustang,
4.0,Ford,Escort ZX2,Sedan,2003,Escort,
6.0,Buick,Rendezvous AWD,SUV,2003,Rendezvous,
8.0,Cadillac,Escalade AWD,SUV,2003,Escalade,
8.0,Cadillac,Escalade ESV AWD,SUV,2003,Escalade,
12.0,Ferrari,456 MGT/MGA,Sedan,2003,456 MGT/MGA,
6.0,BMW,M3,Sedan,2003,M,
8.0,Cadillac,Escalade Ext AWD,SUV,2003,Escalade,
6.0,Chevrolet,Blazer 4WD,SUV,2003,Blazer,
6.0,BMW,330ci,Sedan,2003,3 Series,
8.0,Chevrolet,Avalanche 1500 4WD,SUV,2003,Avalanche,
6.0,BMW,325ci,Sedan,2003,3 Series,
8.0,Chevrolet,Avalanche 1500 AWD,SUV,2003,Avalanche,
6.0,BMW,325xi,Sedan,2003,3 Series,
6.0,Audi,Allroad quattro,SUV,2003,Allroad,
8.0,Mercedes-Benz,CLK55 AMG,Sedan,2003,CLK-Class,
6.0,Toyota,4Runner 2WD,SUV,2003,4Runner,
8.0,Mercedes-Benz,CLK500,Sedan,2003,CLK-Class,
8.0,Mercedes-Benz,CLK430 (Cabriolet),Sedan,2003,CLK-Class,
8.0,Toyota,4Runner 2WD,SUV,2003,4Runner,
4.0,Toyota,Highlander 2WD,SUV,2003,Highlander,
6.0,Mercedes-Benz,CLK320 (Cabriolet),Sedan,2003,CLK-Class,
6.0,Mercedes-Benz,CLK320,Sedan,2003,CLK-Class,
8.0,Maserati,Coupe Cambiocorsa/Coupe GT,Sedan,2003,Coupe Cambiocorsa/Coupe GT,
6.0,Toyota,Highlander 2WD,SUV,2003,Highlander,
4.0,Toyota,RAV4 2WD,SUV,2003,RAV4,
8.0,Jaguar,XK8,Sedan,2003,XK8,
6.0,Hyundai,Tiburon,Sedan,2003,Tiburon,
8.0,Toyota,Sequoia 2WD,SUV,2003,Sequoia,
5.0,Volvo,XC90 FWD,SUV,2003,XC90,
4.0,Hyundai,Tiburon,Sedan,2003,Tiburon,
6.0,Acura,MDX 4WD,SUV,2003,MDX,
8.0,Jaguar,XKR,Sedan,2003,XKR,
8.0,Mercedes-Benz,CL500,Sedan,2003,CL-Class,
6.0,BMW,330i,Sedan,2003,3 Series,
8.0,Infiniti,M45,Sedan,2003,M45,
6.0,Infiniti,G35,Sedan,2003,G35,
4.0,Hyundai,Elantra,Sedan,2003,Elantra,
4.0,Hyundai,Accent/Brio,Sedan,2003,Accent/Brio,
4.0,Honda,Civic Hybrid,Sedan,2003,Civic,Hybrid
4.0,Honda,Civic,Sedan,2003,Civic,
4.0,Ford,Focus,Sedan,2003,Focus,
6.0,Jaguar,X-Type,Sedan,2003,X-Type,
6.0,Mercedes-Benz,C320 4matic,Sedan,2003,C-Class,
6.0,Mercedes-Benz,C320,Sedan,2003,C-Class,
6.0,Mercedes-Benz,C32 AMG,Sedan,2003,C-Class,
6.0,Mercedes-Benz,C240 4matic,Sedan,2003,C-Class,
6.0,Mercedes-Benz,C240,Sedan,2003,C-Class,
6.0,Nissan,Maxima,Sedan,2003,Maxima,
4.0,Mercedes-Benz,C230 Kompressor,Sedan,2003,C-Class,
4.0,Mazda,Protege/Protege 5,Sedan,2003,Protege/Protege 5,
6.0,Lexus,IS 300,Sedan,2003,IS,
4.0,Kia,Spectra,Sedan,2003,Spectra,
4.0,Kia,Rio,Sedan,2003,Rio,
8.0,Jaguar,XJR,Sedan,2003,XJR,
8.0,Jaguar,XJ8,Sedan,2003,XJ,
8.0,Jaguar,XJ Sport,Sedan,2003,XJ,
6.0,Isuzu,Rodeo 2WD,SUV,2003,Rodeo,
4.0,Isuzu,Rodeo Sport 2WD,SUV,2003,Rodeo,
6.0,Chrysler,Sebring,Sedan,2003,Sebring,
6.0,Mazda,Tribute 2WD,SUV,2003,Tribute,
8.0,Mercury,Mountaineer 2WD,SUV,2003,Mountaineer,
4.0,Chrysler,Sebring,Sedan,2003,Sebring,
6.0,Mitsubishi,Montero Sport 2WD,SUV,2003,Montero Sport,
6.0,Mitsubishi,Nativa 2WD(Puerto Rico Only),SUV,2003,Nativa,
4.0,Mitsubishi,Outlander 2WD,SUV,2003,Outlander,
4.0,Mazda,Tribute 2WD,SUV,2003,Tribute,
6.0,Nissan,Murano 2WD,SUV,2003,Murano,
4.0,Chevrolet,Cavalier,Sedan,2003,Cavalier,
8.0,BMW,M5,Sedan,2003,M,
8.0,BMW,540i,Sedan,2003,5 Series,
6.0,BMW,530i,Sedan,2003,5 Series,
6.0,BMW,525i,Sedan,2003,5 Series,
6.0,BMW,330xi,Sedan,2003,3 Series,
4.0,Chrysler,Sebring Convertible,Sedan,2003,Sebring,
6.0,Chrysler,Sebring Convertible,Sedan,2003,Sebring,
6.0,Dodge,Stratus,Sedan,2003,Stratus,
4.0,Dodge,Stratus,Sedan,2003,Stratus,
6.0,Isuzu,Rodeo Sport 2WD,SUV,2003,Rodeo,
6.0,Jeep,Grand Cherokee 2WD,SUV,2003,Grand Cherokee,
8.0,Jeep,Grand Cherokee 2WD,SUV,2003,Grand Cherokee,
4.0,Jeep,Liberty/Cherokee 2WD,SUV,2003,Liberty/Cherokee,
4.0,Dodge,Neon/SRT-4/SX 2.0,Sedan,2003,Neon/SRT-4/SX 2.0,
6.0,Jeep,Liberty/Cherokee 2WD,SUV,2003,Liberty/Cherokee,
4.0,Daewoo,Nubira,Sedan,2003,Nubira,
