cylinders,make,model,VClass,year,baseModel,atvType
6.0,Kia,Sorento 2WD,SUV,2003,Sorento,
8.0,Lincoln,Aviator 2WD,SUV,2003,Aviator,
4.0,Daewoo,Lanos,Sedan,2003,Lanos,
8.0,Lincoln,Navigator 2WD,SUV,2003,Navigator,
6.0,BMW,525i Sport Wagon,Sedan,2003,5 Series,
6.0,Pontiac,Grand Prix,Sedan,2003,Grand Prix,
6.0,Toyota,Tundra 4WD,Truck,2003,Tundra,
6.0,Toyota,Tacoma 4WD,Truck,2003,Tacoma,
4.0,Toyota,Tacoma 4WD,Truck,2003,Tacoma,
6.0,Nissan,Frontier V6 4WD,Truck,2003,Frontier,
6.0,Mazda,B4000 4WD,Truck,2003,B Pickup,
6.0,Mazda,B3000 4WD,Truck,2003,B Pickup,
6.0,GMC,Sonoma 4WD,Truck,2003,Sonoma,
8.0,GMC,Sierra Denali 1500 AWD,Truck,2003,Sierra,
8.0,GMC,Sierra 1500 4WD,Truck,2003,Sierra,
6.0,GMC,Sierra 1500 4WD,Truck,2003,Sierra,
8.0,Toyota,Tundra 4WD,Truck,2003,Tundra,
6.0,Chevrolet,Astro 2WD (cargo) Conversion,Van,2003,Astro Cargo,
8.0,Ford,E250 Econoline 2WD,Van,2003,E250 Econoline,
6.0,Ford,E250 Econoline 2WD,Van,2003,E250 Econoline,
8.0,Ford,E150 Econoline 2WD,Van,2003,E150 Econoline,
6.0,Ford,E150 Econoline 2WD,Van,2003,E150 Econoline,
8.0,Dodge,Ram Van 2500 2WD,Van,2003,Ram Van 2500,
6.0,Dodge,Ram Van 2500 2WD,Van,2003,Ram Van 2500,
8.0,Dodge,Ram Van 1500 2WD,Van,2003,Ram Van 1500,
6.0,Dodge,Ram Van 1500 2WD,Van,2003,Ram Van 1500,
8.0,Chevrolet,Van 1500/2500 AWD,Van,2003,Van 1500/2500,
8.0,Chevrolet,Van 1500 AWD Conversion,Van,2003,Van 1500,
8.0,Chevrolet,Van 1500/2500 2WD,Van,2003,Van 1500/2500,
6.0,Chevrolet,Van 1500/2500 2WD,Van,2003,Van 1500/2500,
8.0,Chevrolet,Van 15/25 2WD Conversion,Van,2003,Van 15/25 Conversion,
6.0,Chevrolet,Van 15/25 2WD Conversion,Van,2003,Van 15/25 Conversion,
6.0,Chevrolet,Astro AWD (cargo) Conversion,Van,2003,Astro Cargo,
6.0,Chevrolet,Astro AWD (cargo),Van,2003,Astro Cargo,
6.0,Chevrolet,Astro 2WD (cargo),Van,2003,Astro Cargo,
6.0,Ford,Ranger Pickup 4WD,Truck,2003,Ranger,
8.0,Chevrolet,Silverado 1500 4WD,Truck,2003,Silverado,
6.0,Chevrolet,Silverado 1500 4WD,Truck,2003,Silverado,
8.0,Toyota,Tundra 2WD,Truck,2003,Tundra,
6.0,Toyota,Tundra 2WD,Truck,2003,Tundra,
6.0,Toyota,Tacoma 2WD,Truck,2003,Tacoma,
4.0,Toyota,Tacoma 2WD,Truck,2003,Tacoma,
6.0,Nissan,Frontier V6 2WD,Truck,2003,Frontier,
4.0,Nissan,Frontier 2WD,Truck,2003,Frontier,
6.0,Mazda,B4000 2WD,Truck,2003,B Pickup,
6.0,Chevrolet,S10 Pickup 4WD,Truck,2003,S10 Pickup,
8.0,Ford,F150 Pickup 4WD,Truck,2003,F150,
6.0,Ford,F150 Pickup 4WD,Truck,2003,F150,
6.0,Ford,Explorer Sport Trac 4WD,Truck,2003,Explorer,
8.0,Dodge,Ram 1500 Pickup 4WD,Truck,2003,Ram 1500 Pickup,
8.0,Dodge,Dakota Pickup 4WD,Truck,2003,Dakota Pickup,
6.0,Dodge,Dakota Pickup 4WD,Truck,2003,Dakota Pickup,
8.0,Chevrolet,Silverado SS 1500 AWD,Truck,2003,Silverado,
6.0,Mazda,B3000 2WD,Truck,2003,B Pickup,
6.0,GMC,Savana 15/25 2WD Conversion (cargo),Van,2003,Savana Cargo,
6.0,GMC,Savana 1500/2500 2WD (cargo),Van,2003,Savana Cargo,
6.0,Ford,Escape 2WD,SUV,2003,Escape,
4.0,Ford,Escape 2WD,SUV,2003,Escape,
8.0,Dodge,Durango 2WD,SUV,2003,Durango,
4.0,Chrysler,PT Cruiser,SUV,2003,PT Cruiser,
8.0,Chevrolet,TrailBlazer Ext 2WD,SUV,2003,TrailBlazer,
6.0,Chevrolet,TrailBlazer Ext 2WD,SUV,2003,TrailBlazer,
6.0,Chevrolet,TrailBlazer 2WD,SUV,2003,TrailBlazer,
6.0,Chevrolet,Tracker LT 2WD,SUV,2003,Tracker,
6.0,Chevrolet,Tracker 2WD Hardtop,SUV,2003,Tracker,
4.0,Chevrolet,Tracker 2WD Hardtop,SUV,2003,Tracker,
4.0,Chevrolet,Tracker 2WD Convertible,SUV,2003,Tracker,
8.0,Chevrolet,Tahoe 1500 2WD,SUV,2003,Tahoe,
8.0,Ford,Expedition 2WD,SUV,2003,Expedition,
8.0,Chevrolet,Suburban 1500 2WD,SUV,2003,Suburban,
6.0,Ford,Explorer Sport 2WD,SUV,2003,Explorer,
6.0,Isuzu,Ascender 2WD,SUV,2003,Ascender,
6.0,Infiniti,QX4 2WD,SUV,2003,QX4,
6.0,Infiniti,FX35 2WD,SUV,2003,FX35,
6.0,Hyundai,Santa Fe 2WD,SUV,2003,Santa Fe,
4.0,Hyundai,Santa Fe 2WD,SUV,2003,Santa Fe,
4.0,Honda,Element 2WD,SUV,2003,Element,
4.0,Honda,CR-V 2WD,SUV,2003,CR-V,
6.0,GMC,Jimmy 2WD,SUV,2003,Jimmy,
8.0,GMC,Envoy XL 2WD,SUV,2003,Envoy,
6.0,GMC,Envoy XL 2WD,SUV,2003,Envoy,
6.0,GMC,Envoy 2WD,SUV,2003,Envoy,
8.0,GMC,Yukon XL 1500 2WD,SUV,2003,Yukon,
8.0,GMC,Yukon 1500 2WD,SUV,2003,Yukon,
8.0,Ford,Explorer 2WD,SUV,2003,Explorer,
8.0,GMC,Savana 15/25 2WD Conversion (cargo),Van,2003,Savana Cargo,
8.0,Chevrolet,Avalanche 1500 2WD,SUV,2003,Avalanche,
6.0,Chevrolet,Blazer 2WD,SUV,2003,Blazer,
6.0,GMC,Safari 2WD (Passenger),Van,2003,Safari Passenger,
8.0,GMC,Savana 1500 AWD (Passenger),Van,2003,Savana Passenger,
8.0,GMC,Savana 1500/2500 2WD (Passenger),Van,2003,Savana Passenger,
6.0,GMC,Savana 1500/2500 2WD (Passenger),Van,2003,Savana Passenger,
8.0,Ford,E150 Club Wagon,Van,2003,E150 Club Wagon,
6.0,Ford,E150 Club Wagon,Van,2003,E150 Club Wagon,
8.0,Chevrolet,Express 1500 AWD,Van,2003,Express Passenger,
8.0,Chevrolet,Express 1500/2500 2WD,Van,2003,Express Passenger,
6.0,Chevrolet,Express 1500/2500 2WD,Van,2003,Express Passenger,
6.0,Chevrolet,Astro AWD (passenger),Van,2003,Astro Passenger,
6.0,Chevrolet,Astro 2WD (passenger),Van,2003,Astro Passenger,
6.0,GMC,Safari AWD Conversion (cargo),Van,2003,Safari Cargo,
6.0,GMC,Safari AWD (cargo),Van,2003,Safari Cargo,
6.0,GMC,Safari 2WD Conversion (cargo),Van,2003,Safari Cargo,
6.0,GMC,Safari 2WD (cargo),Van,2003,Safari Cargo,
8.0,GMC,Savana 1500/2500 AWD (cargo),Van,2003,Savana Cargo,
8.0,GMC,Savana 15/25 AWD Conversion (cargo),Van,2003,Savana Cargo,
8.0,GMC,Savana 1500/2500 2WD (cargo),Van,2003,Savana Cargo,
6.0,GMC,Safari AWD (Passenger),Van,2003,Safari Passenger,
6.0,Volkswagen,Eurovan Camper,Van,2003,Eurovan,
4.0,Chrysler,Town and Country/Voyager/Grand Voy. 2WD,Van,2003,Town and Country/Voyager/Grand Voyager,
8.0,Cadillac,Escalade 2WD,SUV,2003,Escalade,
6.0,Buick,Rendezvous FWD,SUV,2003,Rendezvous,
6.0,Pontiac,Montana AWD,Van,2003,Montana,
6.0,Oldsmobile,Silhouette AWD,Van,2003,Silhouette,
6.0,Dodge,Caravan/Grand Caravan AWD,Van,2003,Caravan/Grand Caravan,
6.0,Chrysler,Town and Country/Voyager/Grand Voy. AWD,Van,2003,Town and Country/Voyager/Grand Voyager,
6.0,Chevrolet,Venture AWD,Van,2003,Venture,
6.0,Volkswagen,Eurovan,Van,2003,Eurovan,
6.0,Toyota,Sienna 2WD,Van,2003,Sienna,
6.0,Pontiac,Montana FWD,Van,2003,Montana,
6.0,Oldsmobile,Silhouette 2WD,Van,2003,Silhouette,
6.0,Mazda,MPV,Van,2003,MPV,
6.0,Kia,Sedona,Van,2003,Sedona,
6.0,Honda,Odyssey,Van,2003,Odyssey,
6.0,Ford,Windstar FWD Wagon,Van,2003,Windstar,
6.0,Ford,Windstar FWD Cargo Van,Van,2003,Windstar,
6.0,Dodge,Caravan/Grand Caravan 2WD,Van,2003,Caravan/Grand Caravan,
4.0,Dodge,Caravan/Grand Caravan 2WD,Van,2003,Caravan/Grand Caravan,
6.0,Chrysler,Town and Country/Voyager/Grand Voy. 2WD,Van,2003,Town and Country/Voyager/Grand Voyager,
6.0,Chevrolet,Venture FWD,Van,2003,Venture,
8.0,Oldsmobile,Aurora,Sedan,2003,Aurora,
4.0,Mazda,B2300 2WD,Truck,2003,B Pickup,
8.0,BMW,540i Sport Wagon,Sedan,2003,5 Series,
6.0,BMW,325xi Sport Wagon,Sedan,2003,3 Series,
6.0,BMW,325i Sport Wagon,Sedan,2003,3 Series,
6.0,Audi,A4 Avant quattro,Sedan,2003,A4,
4.0,Audi,A4 Avant quattro,Sedan,2003,A4,
6.0,Toyota,Avalon,Sedan,2003,Avalon,
6.0,Pontiac,Bonneville,Sedan,2003,Bonneville,
12.0,Mercedes-Benz,S600,Sedan,2003,S-Class,
8.0,Mercedes-Benz,S55 AMG,Sedan,2003,S-Class,
8.0,Mercedes-Benz,S500 4matic,Sedan,2003,S-Class,
8.0,Mercedes-Benz,S500,Sedan,2003,S-Class,
8.0,Mercedes-Benz,S430 4matic,Sedan,2003,S-Class,
4.0,Daewoo,Nubira Station Wagon,Sedan,2003,Nubira,
8.0,Mercedes-Benz,S430,Sedan,2003,S-Class,
6.0,Mercedes-Benz,C240 (Wagon),Sedan,2003,C-Class,
4.0,Toyota,Matrix,Sedan,2003,Matrix,
4.0,Toyota,Matrix AWD,Sedan,2003,Matrix,
4.0,Suzuki,Aerio SX 4WD,Sedan,2003,Aerio,
4.0,Suzuki,Aerio SX,Sedan,2003,Aerio,
4.0,Subaru,Impreza Wagon/Outback SPT AWD,Sedan,2003,Impreza/Outback Sport,
4.0,Pontiac,Vibe,Sedan,2003,Vibe,
4.0,Pontiac,Vibe AWD,Sedan,2003,Vibe,
6.0,Mercedes-Benz,C320 4matic (Wagon),Sedan,2003,C-Class,
6.0,Mercedes-Benz,C320 (Wagon),Sedan,2003,C-Class,
6.0,Mercedes-Benz,C240 4matic (Wagon),Sedan,2003,C-Class,
8.0,Lincoln,Town Car,Sedan,2003,Town Car,
8.0,Mercury,Grand Marquis,Sedan,2003,Grand Marquis,
6.0,Volvo,S80/S80 Executive,Sedan,2003,S80,
6.0,Volkswagen,Passat,Sedan,2003,Passat,
4.0,Volkswagen,Passat,Sedan,2003,Passat,
6.0,Toyota,Camry,Sedan,2003,Camry,
4.0,Toyota,Camry,Sedan,2003,Camry,
6.0,Saturn,L300,Sedan,2003,L300,
4.0,Saturn,L200,Sedan,2003,L100/200,
6.0,Saab,9-5,Sedan,2003,9-5,
4.0,Saab,9-5,Sedan,2003,9-5,
8.0,Audi,A8 L,Sedan,2003,A8,
8.0,Mercury,Marauder,Sedan,2003,Marauder,
8.0,Bentley,Arnage LWB,Sedan,2003,Arnage,
8.0,BMW,745li,Sedan,2003,7 Series,
8.0,Lexus,LS 430,Sedan,2003,LS,
8.0,Infiniti,Q45,Sedan,2003,Q45,
6.0,Ford,Taurus,Sedan,2003,Taurus,
8.0,Ford,Crown Victoria,Sedan,2003,Crown Victoria,
6.0,Dodge,Intrepid,Sedan,2003,Intrepid,
6.0,Chrysler,Concorde/LHS,Sedan,2003,Concorde/LHS,
6.0,Chrysler,300 M,Sedan,2003,300,
6.0,Chevrolet,Impala,Sedan,2003,Impala,
8.0,Cadillac,Limousine,Special Purpose Vehicle,2003,Limousine,
8.0,Cadillac,Funeral Coach / Hearse,Sedan,2003,Funeral Coach/Hearse,
8.0,Cadillac,DeVille,Sedan,2003,DeVille,
6.0,Buick,Park Avenue,Sedan,2003,Park Avenue,
6.0,Buick,LeSabre,Sedan,2003,LeSabre,
8.0,BMW,745i,Sedan,2003,7 Series,
4.0,Volkswagen,Jetta Wagon,Sedan,2003,Jetta,Diesel
8.0,Dodge,Ram 1500 Pickup 2WD,Truck,2003,Ram 1500 Pickup,
6.0,Dodge,Ram 1500 Pickup 2WD,Truck,2003,Ram 1500 Pickup,
8.0,Dodge,Dakota Pickup 2WD,Truck,2003,Dakota Pickup,
6.0,Dodge,Dakota Pickup 2WD,Truck,2003,Dakota Pickup,
8.0,Chevrolet,SSR Pickup 2WD,Truck,2003,SSR Pickup,
8.0,Chevrolet,Silverado 1500 2WD,Truck,2003,Silverado,
6.0,Chevrolet,Silverado 1500 2WD,Truck,2003,Silverado,
6.0,GMC,Sonoma 2WD,Truck,2003,Sonoma,
4.0,GMC,Sonoma 2WD,Truck,2003,Sonoma,
6.0,Chevrolet,S10 Pickup 2WD,Truck,2003,S10 Pickup,
6.0,Ford,Explorer Sport Trac 2WD,Truck,2003,Explorer,
8.0,Lincoln,Blackwood 2WD,Truck,2003,Blackwood,
8.0,GMC,Sierra 1500 2WD,Truck,2003,Sierra,
6.0,GMC,Sierra 1500 2WD,Truck,2003,Sierra,
6.0,Ford,Ranger Pickup 2WD,Truck,2003,Ranger,
4.0,Ford,Ranger Pickup 2WD,Truck,2003,Ranger,
8.0,Ford,F150 Pickup 2WD,Truck,2003,F150,
6.0,Ford,F150 Pickup 2WD,Truck,2003,F150,
4.0,Chevrolet,S10 Pickup 2WD,Truck,2003,S10 Pickup,
5.0,Volvo,V70 FWD,Sedan,2003,V70,
6.0,Mercedes-Benz,E320 4Matic (Wagon),Sedan,2003,E-Class,
6.0,Mercedes-Benz,E320 (Wagon),Sedan,2003,E-Class,
6.0,Mercury,Sable Wagon,Sedan,2003,Sable,
6.0,Lexus,RX 300 4WD,Sedan,2003,RX,
6.0,Lexus,RX 300,Sedan,2003,RX,
6.0,Ford,Taurus Wagon,Sedan,2003,Taurus,
4.0,Ford,Focus Station Wagon,Sedan,2003,Focus,
8.0,Audi,S6 Avant,Sedan,2003,S6,
6.0,Audi,A6 Avant quattro,Sedan,2003,A6,
4.0,Volvo,V40,Sedan,2003,V40,
4.0,Volkswagen,Jetta Wagon,Sedan,2003,Jetta,
4.0,Saab,9-5 Wagon,Sedan,2003,9-5,
5.0,Volvo,V70 AWD,Sedan,2003,V70,
8.0,Volkswagen,Passat Wagon 4motion,Sedan,2003,Passat,
6.0,Volkswagen,Passat Wagon 4motion,Sedan,2003,Passat,
6.0,Volkswagen,Passat Wagon,Sedan,2003,Passat,
4.0,Volkswagen,Passat Wagon,Sedan,2003,Passat,
6.0,Subaru,Legacy/Outback Wagon AWD,Sedan,2003,Legacy/Outback,
4.0,Subaru,Legacy/Outback Wagon AWD,Sedan,2003,Legacy/Outback,
6.0,Saturn,LW300,Sedan,2003,LW,
4.0,Saturn,LW200,Sedan,2003,LW,
6.0,Saab,9-5 Wagon,Sedan,2003,9-5,
8.0,Bentley,Continental T,Sedan,2003,Continental,
8.0,GMC,Yukon XL 1500 4WD,SUV,2003,Yukon,
8.0,Bentley,Azure,Sedan,2003,Azure,
8.0,Chevrolet,Silverado 2500 2WD (Bifuel),Truck,2003,Silverado,Bifuel (CNG)
8.0,Chevrolet,Tahoe 1500 4WD,SUV,2003,Tahoe,FFV
8.0,Chevrolet,Suburban 1500 AWD,SUV,2003,Suburban,FFV
4.0,Toyota,MR2,Two Seaters,2003,MR2,
12.0,Aston Martin,Vanquish,Sedan,2003,Vanquish,
8.0,Chevrolet,Suburban 1500 4WD,SUV,2003,Suburban,FFV
8.0,Chevrolet,Avalanche 1500 AWD,SUV,2003,Avalanche,FFV
8.0,Chevrolet,Avalanche 1500 4WD,SUV,2003,Avalanche,FFV
8.0,GMC,Sierra 1500 4WD,Truck,2003,Sierra,FFV
8.0,Chevrolet,Silverado 1500 4WD,Truck,2003,Silverado,FFV
8.0,GMC,Yukon XL 1500 AWD,SUV,2003,Yukon,FFV
8.0,GMC,Yukon XL 1500 4WD,SUV,2003,Yukon,FFV
8.0,GMC,Yukon 1500 AWD,SUV,2003,Yukon,FFV
8.0,GMC,Yukon 1500 4WD,SUV,2003,Yukon,FFV
6.0,Chrysler,Town and Country/Voyager/Grand Voy. 2WD,Van,2003,Town and Country/Voyager/Grand Voyager,FFV
6.0,Mercury,Sable,Sedan,2003,Sable,FFV
12.0,Aston Martin,DB-7 GT Coupe,Sedan,2003,DB-7 GT,
6.0,Ford,Taurus,Sedan,2003,Taurus,FFV
6.0,Mercury,Sable Wagon,Sedan,2003,Sable,FFV
6.0,Porsche,Boxster S,Two Seaters,2003,Boxster,
12.0,BMW,760li,Sedan,2003,7 Series,
4.0,MINI,Cooper,Sedan,2003,Cooper,
4.0,MINI,Cooper S,Sedan,2003,Cooper,
,Toyota,RAV4 EV,SUV,2003,RAV4,EV
8.0,Ford,F150 Dual-fuel 4WD (CNG),Truck,2003,F150,Bifuel (CNG)
8.0,Ford,F150 Dual-fuel 2WD (CNG),Truck,2003,F150,Bifuel (CNG)
8.0,Ford,Crown Victoria CNG,Sedan,2003,Crown Victoria,CNG
6.0,Porsche,Turbo GT2,Two Seaters,2003,Turbo GT2,
4.0,Honda,Civic CNG,Sedan,2003,Civic,CNG
8.0,Chevrolet,Tahoe 1500 AWD,SUV,2003,Tahoe,FFV
6.0,Ford,Taurus Wagon,Sedan,2003,Taurus,FFV
12.0,Aston Martin,DB-7 GT Volante,Sedan,2003,DB-7 GT,
4.0,Chevrolet,Cavalier Dual-fuel,Sedan,2003,Cavalier,Bifuel (CNG)
12.0,Aston Martin,DB-7 Vantage Coupe,Sedan,2003,DB-7 Vantage,
8.0,Ford,F150 Dual-fuel 4WD (LPG),Truck,2003,F150,Bifuel (LPG)
8.0,Ford,F150 Dual-fuel 2WD (LPG),Truck,2003,F150,Bifuel (LPG)
4.0,Audi,TT Coupe,Sedan,2003,TT Coupe,
4.0,Audi,TT Coupe quattro,Sedan,2003,TT Coupe,
8.0,Dodge,Ram Van 2500 2WD CNG,Van,2003,Ram Van 2500,CNG
8.0,Ford,F150 CNG,Truck,2003,F150,CNG
6.0,Volvo,XC90 AWD,SUV,2003,XC90,
6.0,BMW,325ci Convertible,Sedan,2003,3 Series,
5.0,Volvo,XC90 AWD,SUV,2003,XC90,
5.0,Volvo,XC70 AWD,SUV,2003,XC70,
8.0,Toyota,Sequoia 4WD,SUV,2003,Sequoia,
4.0,Toyota,RAV4 4WD,SUV,2003,RAV4,
8.0,Toyota,Land Cruiser Wagon 4WD,SUV,2003,Land Cruiser,
6.0,Dodge,Caravan/Grand Caravan 2WD,Van,2003,Caravan/Grand Caravan,FFV
8.0,Chevrolet,Suburban 1500 2WD,SUV,2003,Suburban,FFV
12.0,Aston Martin,DB-7 Vantage Volante,Sedan,2003,DB-7 Vantage,
8.0,Chevrolet,Tahoe 1500 2WD,SUV,2003,Tahoe,FFV
6.0,Dodge,Stratus 4 Door,Sedan,2003,Stratus,FFV
6.0,Chrysler,Sebring 4 Door,Sedan,2003,Sebring,FFV
6.0,Chrysler,Sebring Convertible,Sedan,2003,Sebring,FFV
8.0,Chevrolet,Avalanche 1500 2WD,SUV,2003,Avalanche,FFV
8.0,GMC,Sierra 1500 2WD,Truck,2003,Sierra,FFV
8.0,Chevrolet,Silverado 1500 2WD,Truck,2003,Silverado,FFV
6.0,Mercury,Mountaineer 2WD FFV,SUV,2003,Mountaineer,FFV
6.0,Ford,Ranger 2WD FFV,Truck,2003,Ranger,FFV
6.0,Ford,Explorer 2WD FFV,SUV,2003,Explorer,FFV
6.0,Mercury,Mountaineer 4WD FFV,SUV,2003,Mountaineer,FFV
6.0,Ford,Explorer 4WD FFV,SUV,2003,Explorer,FFV
8.0,GMC,Yukon XL 1500 2WD,SUV,2003,Yukon,FFV
8.0,GMC,Yukon 1500 2WD,SUV,2003,Yukon,FFV
6.0,Mazda,B3000 2WD FFV,Truck,2003,B Pickup,FFV
6.0,BMW,Z4 Roadster,Two Seaters,2003,Z4,
6.0,Porsche,Boxster,Two Seaters,2003,Boxster,
4.0,Volkswagen,New Beetle Convertible,Sedan,2003,Beetle,
8.0,Ford,Thunderbird,Two Seaters,2003,Thunderbird,
3.0,Honda,Insight,Two Seaters,2003,Insight,Hybrid
4.0,Honda,S2000,Two Seaters,2003,S2000,
12.0,Lamborghini,L-147 Murcielago,Two Seaters,2003,Murcielago,
8.0,Lotus,Esprit V8,Two Seaters,2003,Esprit,
8.0,Maserati,Spider Cambiocorsa/Spider GT,Two Seaters,2003,Spyder,
4.0,Mazda,MX-5 Miata,Two Seaters,2003,MX-5 Miata,
6.0,Chevrolet,Impala Police,Sedan,2003,Impala,
8.0,Ford,Crown Victoria Police,Sedan,2003,Crown Victoria,
12.0,Ferrari,575 M Maranello,Two Seaters,2003,575 M Maranello,
8.0,Ferrari,360 Modena/Spider,Two Seaters,2003,360 Modena/Spider,
6.0,Acura,NSX,Two Seaters,2003,NSX,
8.0,BMW Alpina,Roadster V8,Two Seaters,2003,Roadster,
4.0,Audi,TT Roadster,Two Seaters,2003,TT Roadster,
4.0,Audi,TT Roadster quattro,Two Seaters,2003,TT Roadster,
8.0,Mercedes-Benz,SL500,Two Seaters,2003,SL-Class,
8.0,BMW,Z8,Two Seaters,2003,Z8,
8.0,Chevrolet,Suburban 1500 4WD,SUV,2003,Suburban,
8.0,Chevrolet,Corvette,Two Seaters,2003,Corvette,
10.0,Dodge,Viper Convertible,Two Seaters,2003,Viper,
12.0,Ferrari,Enzo Ferrari,Two Seaters,2003,Enzo Ferrari,
6.0,Toyota,Highlander 4WD,SUV,2003,Highlander,
4.0,Mercedes-Benz,SLK230 Kompressor,Two Seaters,2003,SLK-Class,
4.0,Volkswagen,GTI,Sedan,2003,Golf/GTI,
6.0,Nissan,350z,Two Seaters,2003,350z,
6.0,Mercedes-Benz,SLK32 AMG,Two Seaters,2003,SLK-Class,
6.0,Mercedes-Benz,SLK320,Two Seaters,2003,SLK-Class,
4.0,Honda,Element 4WD,SUV,2003,Element,
8.0,Mercedes-Benz,E55 AMG,Sedan,2003,E-Class,
8.0,Mercedes-Benz,SL55 AMG,Two Seaters,2003,SL-Class,
8.0,Audi,RS6,Sedan,2003,RS 6,
12.0,Aston Martin,DB AR1,Two Seaters,2003,DB AR1,
8.0,Morgan,Plus Eight,Two Seaters,2003,Plus Eight,
8.0,Porsche,Cayenne Turbo,SUV,2003,Cayenne,
8.0,Porsche,Cayenne S,SUV,2003,Cayenne,
6.0,Isuzu,Axiom 2WD,SUV,2003,Axiom,
8.0,Toyota,4Runner 4WD,SUV,2003,4Runner,
6.0,GMC,Envoy XL 4WD,SUV,2003,Envoy,
6.0,GMC,Envoy 4WD,SUV,2003,Envoy,
6.0,Ford,Explorer Sport 4WD,SUV,2003,Explorer,
6.0,Porsche,Carrera 2 Coupe,Sedan,2003,Carrera 2 Coupe,
8.0,Ford,Explorer 4WD,SUV,2003,Explorer,
8.0,Ford,Expedition 4WD,SUV,2003,Expedition,
6.0,Ford,Escape 4WD,SUV,2003,Escape,
4.0,Ford,Escape 4WD,SUV,2003,Escape,
8.0,Dodge,Durango 4WD,SUV,2003,Durango,
8.0,Chevrolet,TrailBlazer Ext 4WD,SUV,2003,TrailBlazer,
4.0,Acura,RSX,Sedan,2003,RSX,
6.0,Porsche,Turbo Kit,Sedan,2003,Turbo Kit,
6.0,GMC,Jimmy 4WD,SUV,2003,Jimmy,
8.0,GMC,Yukon 1500 4WD,SUV,2003,Yukon,
6.0,Porsche,Carrera 2 Cabriolet,Sedan,2003,Carrera 2 Cabriolet,
6.0,Hyundai,Santa Fe 4WD,SUV,2003,Santa Fe,
6.0,Honda,Pilot 4WD,SUV,2003,Pilot,
4.0,Honda,CR-V 4WD,SUV,2003,CR-V,
8.0,GMC,Yukon XL 1500 AWD,SUV,2003,Yukon,
8.0,Isuzu,Ascender 2WD,SUV,2003,Ascender,
8.0,GMC,Yukon 1500 AWD,SUV,2003,Yukon,
6.0,Porsche,Carrera 2 Cabriolet Kit,Sedan,2003,Carrera 2 Cabriolet Kit,
4.0,Audi,A4 Cabriolet,Sedan,2003,A4,
6.0,Porsche,Carrera 2 Coupe Kit,Sedan,2003,Carrera 2 Coupe Kit,
6.0,Porsche,Targa Kit,Sedan,2003,Targa,
6.0,Porsche,Turbo,Sedan,2003,Turbo,
8.0,Chevrolet,Tahoe 1500 4WD,SUV,2003,Tahoe,
4.0,Chevrolet,Tracker 4WD Hardtop,SUV,2003,Tracker,
6.0,Audi,A4 Cabriolet,Sedan,2003,A4,
8.0,Chevrolet,Tahoe 1500 AWD,SUV,2003,Tahoe,
4.0,Toyota,Highlander 4WD,SUV,2003,Highlander,
4.0,Chevrolet,Tracker 4WD Convertible,SUV,2003,Tracker,
8.0,Chevrolet,Suburban 1500 AWD,SUV,2003,Suburban,
6.0,Chevrolet,Tracker 4WD Hardtop,SUV,2003,Tracker,
6.0,Chevrolet,Tracker LT 4WD,SUV,2003,Tracker,
6.0,Chevrolet,Tracker ZR2 4WD,SUV,2003,Tracker,
6.0,Porsche,Carrera 4 Cabriolet,Sedan,2003,Carrera 4 Cabriolet,
6.0,Porsche,Carrera 4 Cabriolet Kit,Sedan,2003,Carrera 4 Cabriolet Kit,
6.0,Chevrolet,TrailBlazer Ext 4WD,SUV,2003,TrailBlazer,
6.0,Chevrolet,TrailBlazer 4WD,SUV,2003,TrailBlazer,
4.0,Chevrolet,Tracker ZR2 4WD Convertible,SUV,2003,Tracker,
6.0,Porsche,Carrera 4 S,Sedan,2003,Carrera 4 S,
6.0,Porsche,Carrera 4 S Kit,Sedan,2003,Carrera 4 S Kit,
6.0,Porsche,Targa,Sedan,2003,Targa,
6.0,Infiniti,FX35 AWD,SUV,2003,FX35,
8.0,GMC,Envoy XL 4WD,SUV,2003,Envoy,
6.0,Infiniti,QX4 4WD,SUV,2003,QX4,
6.0,Nissan,Murano AWD,SUV,2003,Murano,
4.0,Mitsubishi,Outlander 4WD,SUV,2003,Outlander,
6.0,Mitsubishi,Montero Sport 4WD,SUV,2003,Montero Sport,
4.0,Suzuki,Vitara 2 Door 4WD,SUV,2003,Vitara,
8.0,Infiniti,FX45 AWD,SUV,2003,FX45,
6.0,Mitsubishi,Montero,SUV,2003,Montero,
6.0,Nissan,Pathfinder 4WD,SUV,2003,Pathfinder,
4.0,Suzuki,Vitara 4 Door 4WD,SUV,2003,Vitara,
8.0,Jaguar,XKR Convertible,Sedan,2003,XKR,
8.0,Mercury,Mountaineer 4WD,SUV,2003,Mountaineer,
8.0,Mercedes-Benz,ML55 AMG,SUV,2003,ML-Class,
8.0,Mercedes-Benz,ML500,SUV,2003,ML-Class,
6.0,Mercedes-Benz,ML350,SUV,2003,ML-Class,
6.0,BMW,330ci Convertible,Sedan,2003,3 Series,
6.0,Nissan,Xterra V6 4WD,SUV,2003,Xterra,
6.0,Suzuki,Grand Vitara XL7 4WD,SUV,2003,Grand Vitara,
6.0,Suzuki,Grand Vitara 4WD,SUV,2003,Grand Vitara,
6.0,BMW,M3 Convertible,Sedan,2003,M,
4.0,Subaru,Forester AWD,SUV,2003,Forester,
4.0,Subaru,Baja AWD,SUV,2003,Baja,
